[STEP-START] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=load_previous_mappings message="load previous mappings"
[STEP-DONE] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=load_previous_mappings elapsed_ms=0 message="previous mappings loaded"
[STEP-START] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_shopify_variants message="fetch Shopify DOBA variants"
[PROGRESS] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_shopify_variants step=2/6 item=13048/13048 percent=100% ok=13048 skipped=0 failed=0 message="shopify variants fetched"
[STEP-DONE] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_shopify_variants elapsed_ms=107076 message="shopify variants fetched"
[STEP-START] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_doba_candidates message="fetch Doba by Shopify candidate SKUs"
[PROGRESS] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_doba_candidates step=3/6 item=13048/13048 percent=100% ok=13048 skipped=0 failed=0 message="doba candidate lookup finished"
[STEP-DONE] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=fetch_doba_candidates elapsed_ms=1313741 message="doba candidate lookup finished"
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2567/13048 doba_sku=D0102H76P8W shopify_variant_id=gid://shopify/ProductVariant/51371334533426 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2568/13048 doba_sku=D0102H76PWG shopify_variant_id=gid://shopify/ProductVariant/51371334631730 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2569/13048 doba_sku=D0102H76PWU shopify_variant_id=gid://shopify/ProductVariant/51371334697266 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2570/13048 doba_sku=D0102H76PKA shopify_variant_id=gid://shopify/ProductVariant/51371334762802 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2571/13048 doba_sku=D0102H76PKW shopify_variant_id=gid://shopify/ProductVariant/51371334795570 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2572/13048 doba_sku=D0102H76PN7 shopify_variant_id=gid://shopify/ProductVariant/51371334861106 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2573/13048 doba_sku=D0102H76PNG shopify_variant_id=gid://shopify/ProductVariant/51371335188786 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2574/13048 doba_sku=D0102H76PNU shopify_variant_id=gid://shopify/ProductVariant/51371335680306 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2575/13048 doba_sku=D0102H76P4A shopify_variant_id=gid://shopify/ProductVariant/51371335844146 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2576/13048 doba_sku=D0102H76P4V shopify_variant_id=gid://shopify/ProductVariant/51371335942450 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2577/13048 doba_sku=D0102H76P4W shopify_variant_id=gid://shopify/ProductVariant/51371335975218 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2578/13048 doba_sku=D0102H76PT7 shopify_variant_id=gid://shopify/ProductVariant/51371336204594 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2579/13048 doba_sku=D0102H76PTG shopify_variant_id=gid://shopify/ProductVariant/51371336302898 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2580/13048 doba_sku=D0102H76PTY shopify_variant_id=gid://shopify/ProductVariant/51371336433970 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2581/13048 doba_sku=D0102H76PTU shopify_variant_id=gid://shopify/ProductVariant/51371336532274 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2582/13048 doba_sku=D0102H76PUV shopify_variant_id=gid://shopify/ProductVariant/51371337253170 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2583/13048 doba_sku=D0102H76PFG shopify_variant_id=gid://shopify/ProductVariant/51371337351474 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2584/13048 doba_sku=D0102H76P3V shopify_variant_id=gid://shopify/ProductVariant/51371337482546 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2585/13048 doba_sku=D0102H76P3W shopify_variant_id=gid://shopify/ProductVariant/51371337548082 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2586/13048 doba_sku=D0102H76AHG shopify_variant_id=gid://shopify/ProductVariant/51371337580850 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2587/13048 doba_sku=D0102H76AHY shopify_variant_id=gid://shopify/ProductVariant/51371337646386 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2588/13048 doba_sku=D0102H76AXA shopify_variant_id=gid://shopify/ProductVariant/51371338170674 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2589/13048 doba_sku=D0102H76A7G shopify_variant_id=gid://shopify/ProductVariant/51371338268978 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2590/13048 doba_sku=D0102H76A7Y shopify_variant_id=gid://shopify/ProductVariant/51371338301746 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2591/13048 doba_sku=D0102H76A5V shopify_variant_id=gid://shopify/ProductVariant/51371338367282 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2592/13048 doba_sku=D0102H76ARG shopify_variant_id=gid://shopify/ProductVariant/51371338498354 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2593/13048 doba_sku=D0102H76ARY shopify_variant_id=gid://shopify/ProductVariant/51371338563890 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2594/13048 doba_sku=D0102H76ARU shopify_variant_id=gid://shopify/ProductVariant/51371338629426 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2595/13048 doba_sku=D0102H76AEA shopify_variant_id=gid://shopify/ProductVariant/51371338760498 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2596/13048 doba_sku=D0102H76AEV shopify_variant_id=gid://shopify/ProductVariant/51371340792114 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2597/13048 doba_sku=D0102H76APG shopify_variant_id=gid://shopify/ProductVariant/51371340824882 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2598/13048 doba_sku=D0102H76APY shopify_variant_id=gid://shopify/ProductVariant/51371340955954 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2599/13048 doba_sku=D0102H76APU shopify_variant_id=gid://shopify/ProductVariant/51371341021490 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2600/13048 doba_sku=D0102H76AAV shopify_variant_id=gid://shopify/ProductVariant/51371341119794 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2601/13048 doba_sku=D0102H76A2V shopify_variant_id=gid://shopify/ProductVariant/51371341185330 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2602/13048 doba_sku=D0102H76AC2 shopify_variant_id=gid://shopify/ProductVariant/51371341414706 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2603/13048 doba_sku=D0102H76S57 shopify_variant_id=gid://shopify/ProductVariant/51371341480242 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2604/13048 doba_sku=D0102H76SPA shopify_variant_id=gid://shopify/ProductVariant/51371341513010 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2605/13048 doba_sku=D0102H76SIA shopify_variant_id=gid://shopify/ProductVariant/51371341578546 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2606/13048 doba_sku=D0102H76S27 shopify_variant_id=gid://shopify/ProductVariant/51371341644082 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2607/13048 doba_sku=D0102H76SQG shopify_variant_id=gid://shopify/ProductVariant/51371341709618 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2608/13048 doba_sku=D0102H76SLA shopify_variant_id=gid://shopify/ProductVariant/51371341775154 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2609/13048 doba_sku=D0102H76SV7 shopify_variant_id=gid://shopify/ProductVariant/51371341873458 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2610/13048 doba_sku=D0102H76SVU shopify_variant_id=gid://shopify/ProductVariant/51371341938994 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2611/13048 doba_sku=D0102H76S1V shopify_variant_id=gid://shopify/ProductVariant/51371342037298 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2612/13048 doba_sku=D0102H76SYA shopify_variant_id=gid://shopify/ProductVariant/51371342299442 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2613/13048 doba_sku=D0102H7699A shopify_variant_id=gid://shopify/ProductVariant/51371343413554 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2614/13048 doba_sku=D0102H7699W shopify_variant_id=gid://shopify/ProductVariant/51371343479090 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2615/13048 doba_sku=D0102H769IG shopify_variant_id=gid://shopify/ProductVariant/51371343577394 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2616/13048 doba_sku=D0102H769IU shopify_variant_id=gid://shopify/ProductVariant/51371343675698 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2617/13048 doba_sku=D0102H769QA shopify_variant_id=gid://shopify/ProductVariant/51371343806770 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2618/13048 doba_sku=D0102H7690W shopify_variant_id=gid://shopify/ProductVariant/51371344134450 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2619/13048 doba_sku=D0102H769BW shopify_variant_id=gid://shopify/ProductVariant/51371344167218 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2620/13048 doba_sku=D0102H769NJ shopify_variant_id=gid://shopify/ProductVariant/51371344331058 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2621/13048 doba_sku=D0102H76JQU shopify_variant_id=gid://shopify/ProductVariant/51371344396594 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2622/13048 doba_sku=D0102H76J07 shopify_variant_id=gid://shopify/ProductVariant/51371344625970 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2623/13048 doba_sku=D0102H76JV7 shopify_variant_id=gid://shopify/ProductVariant/51371344757042 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2624/13048 doba_sku=D0102H76JVG shopify_variant_id=gid://shopify/ProductVariant/51371344855346 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2625/13048 doba_sku=D0102H76JVY shopify_variant_id=gid://shopify/ProductVariant/51371344953650 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2626/13048 doba_sku=D0102H76JVU shopify_variant_id=gid://shopify/ProductVariant/51371345281330 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2627/13048 doba_sku=D0102H76JCV shopify_variant_id=gid://shopify/ProductVariant/51371345379634 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2628/13048 doba_sku=D0102H76JCW shopify_variant_id=gid://shopify/ProductVariant/51371345707314 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2629/13048 doba_sku=D0102H76J1A shopify_variant_id=gid://shopify/ProductVariant/51371345772850 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2630/13048 doba_sku=D0102H76J1V shopify_variant_id=gid://shopify/ProductVariant/51371345838386 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2631/13048 doba_sku=D0102H76J6U shopify_variant_id=gid://shopify/ProductVariant/51371345871154 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2632/13048 doba_sku=D0102H76JDU shopify_variant_id=gid://shopify/ProductVariant/51371346002226 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2633/13048 doba_sku=D0102H76JMV shopify_variant_id=gid://shopify/ProductVariant/51371346133298 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2634/13048 doba_sku=D0102H76JMW shopify_variant_id=gid://shopify/ProductVariant/51371346166066 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2635/13048 doba_sku=D0102H76JZG shopify_variant_id=gid://shopify/ProductVariant/51371346329906 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2636/13048 doba_sku=D0102H76J8A shopify_variant_id=gid://shopify/ProductVariant/51371346559282 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2637/13048 doba_sku=D0102H76JW7 shopify_variant_id=gid://shopify/ProductVariant/51371346821426 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2638/13048 doba_sku=D0102H76JWG shopify_variant_id=gid://shopify/ProductVariant/51371346952498 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2639/13048 doba_sku=D0102H76JNG shopify_variant_id=gid://shopify/ProductVariant/51371347312946 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2640/13048 doba_sku=D0102H76JNY shopify_variant_id=gid://shopify/ProductVariant/51371347378482 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2641/13048 doba_sku=D0102H76JNU shopify_variant_id=gid://shopify/ProductVariant/51371347444018 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2642/13048 doba_sku=D0102H76J4A shopify_variant_id=gid://shopify/ProductVariant/51371347509554 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2643/13048 doba_sku=D0102H76J4W shopify_variant_id=gid://shopify/ProductVariant/51371347575090 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2644/13048 doba_sku=D0102H76JT7 shopify_variant_id=gid://shopify/ProductVariant/51371347673394 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2645/13048 doba_sku=D0102H76JTY shopify_variant_id=gid://shopify/ProductVariant/51371347804466 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2646/13048 doba_sku=D0102H76JUA shopify_variant_id=gid://shopify/ProductVariant/51371347902770 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2647/13048 doba_sku=D0102H76JF7 shopify_variant_id=gid://shopify/ProductVariant/51371348754738 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2648/13048 doba_sku=D0102H76JFG shopify_variant_id=gid://shopify/ProductVariant/51371349180722 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2649/13048 doba_sku=D0102H76JFY shopify_variant_id=gid://shopify/ProductVariant/51371349737778 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2650/13048 doba_sku=D0102H76VXA shopify_variant_id=gid://shopify/ProductVariant/51371349803314 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2651/13048 doba_sku=D0102H76VXW shopify_variant_id=gid://shopify/ProductVariant/51371350065458 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2652/13048 doba_sku=D0102H76V77 shopify_variant_id=gid://shopify/ProductVariant/51371350163762 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2653/13048 doba_sku=D0102H76V7G shopify_variant_id=gid://shopify/ProductVariant/51371350851890 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2654/13048 doba_sku=D0102H76V7U shopify_variant_id=gid://shopify/ProductVariant/51371351703858 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2655/13048 doba_sku=D0102H76V5A shopify_variant_id=gid://shopify/ProductVariant/51371351802162 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2656/13048 doba_sku=D0102H76V5V shopify_variant_id=gid://shopify/ProductVariant/51371351966002 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2657/13048 doba_sku=D0102H76VR7 shopify_variant_id=gid://shopify/ProductVariant/51371352129842 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2658/13048 doba_sku=D0102H76VRU shopify_variant_id=gid://shopify/ProductVariant/51371352228146 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2659/13048 doba_sku=D0102H76VEA shopify_variant_id=gid://shopify/ProductVariant/51371352654130 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2660/13048 doba_sku=D0102H76VP7 shopify_variant_id=gid://shopify/ProductVariant/51371352686898 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2661/13048 doba_sku=D0102H76VPG shopify_variant_id=gid://shopify/ProductVariant/51371352785202 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2662/13048 doba_sku=D0102H76VPY shopify_variant_id=gid://shopify/ProductVariant/51371352949042 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2663/13048 doba_sku=D0102H76VPU shopify_variant_id=gid://shopify/ProductVariant/51371353080114 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2664/13048 doba_sku=D0102H76VAA shopify_variant_id=gid://shopify/ProductVariant/51371353112882 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2665/13048 doba_sku=D0102H76VZV shopify_variant_id=gid://shopify/ProductVariant/51371353178418 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2666/13048 doba_sku=D0102H76VKG shopify_variant_id=gid://shopify/ProductVariant/51371353276722 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2667/13048 doba_sku=D0102H76V37 shopify_variant_id=gid://shopify/ProductVariant/51371353440562 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2668/13048 doba_sku=D0102H76V3G shopify_variant_id=gid://shopify/ProductVariant/51371353506098 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2669/13048 doba_sku=D0102H76CHA shopify_variant_id=gid://shopify/ProductVariant/51371353669938 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2670/13048 doba_sku=D0102H76CX7 shopify_variant_id=gid://shopify/ProductVariant/51371354063154 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2671/13048 doba_sku=D0102H76CXG shopify_variant_id=gid://shopify/ProductVariant/51371354095922 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2672/13048 doba_sku=D0102H76CXY shopify_variant_id=gid://shopify/ProductVariant/51371354194226 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2673/13048 doba_sku=D0102H76C5G shopify_variant_id=gid://shopify/ProductVariant/51371354226994 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2674/13048 doba_sku=D0102H76CRA shopify_variant_id=gid://shopify/ProductVariant/51371354390834 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2675/13048 doba_sku=D0102H76CRV shopify_variant_id=gid://shopify/ProductVariant/51371355341106 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2676/13048 doba_sku=D0102H76CRW shopify_variant_id=gid://shopify/ProductVariant/51371355537714 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2677/13048 doba_sku=D0102H76CE7 shopify_variant_id=gid://shopify/ProductVariant/51371355636018 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2678/13048 doba_sku=D0102H76CPA shopify_variant_id=gid://shopify/ProductVariant/51371355734322 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2679/13048 doba_sku=D0102H76CPV shopify_variant_id=gid://shopify/ProductVariant/51371355832626 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2680/13048 doba_sku=D0102H76CPW shopify_variant_id=gid://shopify/ProductVariant/51371356029234 status=active reason_code=matched_by_exact_sku
[ITEM] batch=15725c10-cdcf-47b9-827e-f9172ea7ce40 phase=match_exact_sku index=2681/13048 doba_sku=D0102H76CA7 shopify_variant_id=gid://shopify/ProductVariant/51371356127538 status=active reason_code=matched_by_exact_sku
